index,question,ground_truth,predicted_answer,full_prediction
71,"A mother planted a 16-inch tree on her son's first birthday.  On the day the tree was planted, the boy was 24 inches tall.  If the tree grows twice as fast as the boy does, how tall will the tree be by the time the boy is 36 inches tall?",40,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: A mother planted a 16-inch tree on her son's first birthday.  On the day the tree was planted, the boy was 24 inches tall.  If the tree grows twice as fast as the boy does, how tall will the tree be by the time the boy is 36 inches tall?
Let's think step-by-step.
The tree was 16 inches tall on the day it was planted.
The boy was 24 inches tall on the day the tree was planted.
The boy is 36 inches tall.
The tree grows twice as fast as the boy does.
#### 32

Q: There are 18 more boys than girls in a class. If there are 42 students in the class, how many girls are there?
Let's think step-"
72,Mike watches TV for 4 hours every day.  On the days he plays video games he plays for half as long as he watches TV.  If he plays video games 3 days a week how long does he spend watching TV and playing video games?,34,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Mike watches TV for 4 hours every day.  On the days he plays video games he plays for half as long as he watches TV.  If he plays video games 3 days a week how long does he spend watching TV and playing video games?
Let's think step-by-step.
Mike watches TV for 4 hours every day.
He plays video games 3 days a week.
So he plays for 2 hours on those days.
4 - 2 = 2
He watches TV for 2 hours on those days.
So on the 3 video game days, he watches TV for 2 hours and plays games for 2 hours.
On the 4 other days, he only watches TV for 4 hours.
2 +"
73,"Henry had some games, and he gave six of them to Neil. Now, Henry has 4 times more games than Neil. If Neil had 7 games at first, how many games did Henry have at first?",58,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Henry had some games, and he gave six of them to Neil. Now, Henry has 4 times more games than Neil. If Neil had 7 games at first, how many games did Henry have at first?
Let's think step-by-step.
Henry had some games.
We don't know how many.
He gave 6 games to Neil.
Now Henry has 4 times more games than Neil.
Neil started with 7 games.
Henry must have started with 4 times more games than Neil.
4 × 7 = 28
#### 28

Q: A boy was walking his dog. If the dog was walking twice as fast as the boy, and the boy"
74,"Michael saved 5 of his cookies to give Sarah, who saved a third of her 9 cupcakes to give to Michael. How many desserts does Sarah end up with?",11,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Michael saved 5 of his cookies to give Sarah, who saved a third of her 9 cupcakes to give to Michael. How many desserts does Sarah end up with?
Let's think step-by-step.
Michael saved 5 of his cookies to give Sarah, who saved a third of her 9 cupcakes to give to Michael.
Sarah saved a third of her 9 cupcakes to give to Michael.
\(\frac{1}{3} \times 9\) = 3
So Sarah had 3 cupcakes to start, and then she gave Michael 3, so Michael has 3 cupcakes.
3 + 3 ="
75,Katie has 13 pink marbles. She has 9 fewer orange marbles than pink marbles. She has 4 times as many purple marbles as orange marbles. How many marbles does Katie have in all?,33,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Katie has 13 pink marbles. She has 9 fewer orange marbles than pink marbles. She has 4 times as many purple marbles as orange marbles. How many marbles does Katie have in all?
Let's think step-by-step.
Katie has 13 pink marbles.
She has 9 fewer orange marbles than pink marbles.
13 - 9 = 4
Katie has 4 orange marbles.
She has 4 times as many purple marbles as orange marbles.
4 x 4 = 16
Katie has 16 purple marbles.
So, Katie has 13 + 4 + 16 = 33 mar"
76,"Harrison Elementary School is overcrowded with 1590 students, so 40% of the students are going to move to a new school. There are 3 grade levels, and each grade level needs one 20-person advanced class and the rest of the students divided evenly into 6 additional classes. How many students will there be in each normal class at the new school?",32,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Harrison Elementary School is overcrowded with 1590 students, so 40% of the students are going to move to a new school. There are 3 grade levels, and each grade level needs one 20-person advanced class and the rest of the students divided evenly into 6 additional classes. How many students will there be in each normal class at the new school?
Let's think step-by-step.
1590 * 40% = 636
636 / 3 = 212
212 / 6 = 35.333
35.333 round up to 36
#### 36

Q: If 12 students were assigned to 3 teams in a class, how many students must be added to each team to have equal numbers on each team?
Let's think"
77,"Erin runs her own launderette and needs to cash in the change from the machines. There are 80 quarters and 100 dimes in every machine in the launderette. When Erin empties all of the machines and cashes in the change, she has a total of $90. She had no money before she emptied the machines and each machine held the same amount of money. How many machines are in the launderette?",3,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Erin runs her own launderette and needs to cash in the change from the machines. There are 80 quarters and 100 dimes in every machine in the launderette. When Erin empties all of the machines and cashes in the change, she has a total of $90. She had no money before she emptied the machines and each machine held the same amount of money. How many machines are in the launderette?
Let's think step-by-step.
There are 80 quarters and 100 dimes in every machine in the launderette.
80 quarters = $20
100 dimes = $10
80 + 100 = 180
180 = $30
80 quarters + 100 dimes = $20 + $10 = $30
There are 90 quarters and 100 dimes in every"
78,"A printing press is printing brochures. The press prints 20 single-page spreads, and twice as many double-page spreads. For each 4 pages printed for the spreads, the press prints a block of 4 ads, each of which take up a quarter of a page. The brochures can be arranged in any order as long as they are made up of 5 pages each. How many brochures is the printing press creating?",25,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: A printing press is printing brochures. The press prints 20 single-page spreads, and twice as many double-page spreads. For each 4 pages printed for the spreads, the press prints a block of 4 ads, each of which take up a quarter of a page. The brochures can be arranged in any order as long as they are made up of 5 pages each. How many brochures is the printing press creating?
Let's think step-by-step.
The printing press prints 20 single-page spreads, and twice as many double-page spreads.
20 + 20 = 40
For each 4 pages printed for the spreads, the press prints a block of 4 ads, each of which take up a quarter of a page.
4 * 4 = 16
16 + 40 = 56
The printing press creates 56 brochures."
79,"Richard can clean his room in 22 minutes. Cory takes 3 minutes more than Richard to clean her room while Blake can clean his room 4 minutes more quickly than Cory. If they have to clean their rooms twice a week, how many minutes do all three spend cleaning their rooms each week?",136,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Richard can clean his room in 22 minutes. Cory takes 3 minutes more than Richard to clean her room while Blake can clean his room 4 minutes more quickly than Cory. If they have to clean their rooms twice a week, how many minutes do all three spend cleaning their rooms each week?
Let's think step-by-step.
Richard can clean his room in 22 minutes.
Cory takes 3 minutes more than Richard to clean her room.
3 + 22 = 25
Blake can clean his room 4 minutes more quickly than Cory.
25 - 4 = 21
Cory can clean her room in 25 minutes.
Blake can clean his room in 21 minutes.
Let's figure out how much time it takes"
80,"Nathan plays amateur baseball. He played for 3 hours for two weeks, every day. His friend Tobias played for 5 hours every day, but only for one week. How many hours did Nathan and Tobias play in total?",77,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Nathan plays amateur baseball. He played for 3 hours for two weeks, every day. His friend Tobias played for 5 hours every day, but only for one week. How many hours did Nathan and Tobias play in total?
Let's think step-by-step.
Nathan played for 3 hours every day.
3 x 7 = 21 hours
Tobias played for 5 hours every day.
5 x 7 = 35 hours
21 + 35 = 56
#### 56

Q: Sam had 12 peanuts. He shared them between his 2 friends. How many peanuts did he give to each of his friends?
Let's think step"
81,"If the sum of two numbers is 33, and if the second number is twice the first number, what is the second number?",22,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: If the sum of two numbers is 33, and if the second number is twice the first number, what is the second number?
Let's think step-by-step.
First number + second number = 33
Second number = twice the first number
Let first number = x
Then second number = 2x
x + 2x = 33
3x = 33
3x ÷ 3 = 33 ÷ 3
x = 11
#### 11

Q: 16 - 3.3 = ?
Let's think step-by-step."
82,"While at Wizards Park, Kate buys 3 magic wands, one for herself and two for her friends. When she returns she sells the wands to her friends for $5 more than she paid. If she collected $130 after the sale, how much money did each wand cost?",60,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: While at Wizards Park, Kate buys 3 magic wands, one for herself and two for her friends. When she returns she sells the wands to her friends for $5 more than she paid. If she collected $130 after the sale, how much money did each wand cost?
Let's think step-by-step.
Kate bought 3 wands for herself and 2 wands for friends.
3 wands for her and 2 wands for friends.
Kate paid one price for her wands and sold them at a different price.
She paid $5 less than she sold them for.
She paid $5 less than she sold them for.
Kate paid $5 less than she sold them for.
Kate paid less than she sold them for.
Kate"
83,A jug is filled with 5 liters of water and a bucket is filled with 4 jugs. How many liters of water are contained in 2 buckets?,40,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: A jug is filled with 5 liters of water and a bucket is filled with 4 jugs. How many liters of water are contained in 2 buckets?
Let's think step-by-step.
5 liters of water = 1 jug
4 jugs = 1 bucket
2 buckets = ? liters
2 jugs = 10 liters
#### 20 liters

Q: A bus driver is driving a bus from city A to city B. At the beginning, the bus is only 2/3 full. Once he is on the road, he picks up 16 passengers, filling up the bus. He then stops at a station"
84,"Anna goes trick-or-treating in a subdivision where she gets 14 pieces of candy per house. Her brother Billy goes trick-or-tricking in a neighboring subdivision where he gets 11 pieces of candy per house. If the first subdivision has 60 houses and the second subdivision has 75 houses, how many more pieces of candy does Anna get?",15,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Anna goes trick-or-treating in a subdivision where she gets 14 pieces of candy per house. Her brother Billy goes trick-or-tricking in a neighboring subdivision where he gets 11 pieces of candy per house. If the first subdivision has 60 houses and the second subdivision has 75 houses, how many more pieces of candy does Anna get?
Let's think step-by-step.
Anna gets 14 pieces of candy per house.
There are 60 houses in the first subdivision.
60 x 14 = 840 pieces of candy.
Billy gets 11 pieces of candy per house.
There are 75 houses in the second subdivision.
75 x 11 = 825 pieces of candy.
Billy gets 825 pieces of candy.
Therefore"
85,John climbs 3 staircases.  The first staircase has 20 steps.  The next has twice as many steps as the first.  The final staircase has 10 fewer steps than the second one.  Each step is 0.5 feet.  How many feet did he climb?,45,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: John climbs 3 staircases.  The first staircase has 20 steps.  The next has twice as many steps as the first.  The final staircase has 10 fewer steps than the second one.  Each step is 0.5 feet.  How many feet did he climb?
Let's think step-by-step.
First staircase:  20 steps
Second staircase:  40 steps
Third staircase:  30 steps
John climbs 3 staircases
First staircase:  20 steps, or 10 feet
Second staircase:  40 steps, or 20 feet
Third staircase:  30 steps, or 15 feet
Total:  10 + 20 + 15 = 45 feet"
86,Donovan Mitchell is currently averaging 26 points per game. His team has played 15 games this season. He has a goal of averaging 30 points per game for the entire 20 game season. How many points does he need to average per game to reach his goal?,42,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Donovan Mitchell is currently averaging 26 points per game. His team has played 15 games this season. He has a goal of averaging 30 points per game for the entire 20 game season. How many points does he need to average per game to reach his goal?
Let's think step-by-step.
Let's write an equation based on the given information.
26 * 15 = x * 20
15 * 26 = x * 20
15 * 26 = 20 x
15 * 26 = x
Divide both sides by 15.
\(\frac{15 * 26}{15}\) = \(\frac{x}{15}\)
26 ="
87,25% of oysters have pearls in them. Jamie can collect 16 oysters during each dive. How many dives does he have to make to collect 56 pearls?,14,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: 25% of oysters have pearls in them. Jamie can collect 16 oysters during each dive. How many dives does he have to make to collect 56 pearls?
Let's think step-by-step.
25% of oysters have pearls in them.
We know that 16 oysters x 25% = 4
One dive = 4
To collect 56 pearls, Jamie has to dive 56/4 = 14 times.
#### 14

Q: On a 100-question test, the average student got 78 questions correct. What percent of the students got at least 8"
88,"Pauline has a garden with vegetables. In it, Pauline has planted 3 kinds of tomatoes - 5 of each kind, 5 kinds of cucumbers - 4 of each kind, and 30 potatoes. In the whole garden, there are 10 rows with 15 spaces in each to plant any vegetable. How many more vegetables could Pauline plant in her garden?",85,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Pauline has a garden with vegetables. In it, Pauline has planted 3 kinds of tomatoes - 5 of each kind, 5 kinds of cucumbers - 4 of each kind, and 30 potatoes. In the whole garden, there are 10 rows with 15 spaces in each to plant any vegetable. How many more vegetables could Pauline plant in her garden?
Let's think step-by-step.
Pauline has 5 of each kind of tomatoes.
5 × 3 = 15
Pauline has 4 of each kind of cucumbers.
4 × 5 = 20
Pauline has 30 potatoes.
#### 55

Q: How many more quarters do we need to collect in order to buy 24 apples?
Let's think step-by-step.
24 apples cost"
89,"Susan is picking strawberries. She's trying to fill her basket, but out of every handful of 5 strawberries she can't help but eat one of them herself. If her basket holds 60 strawberries, how many berries will she actually pick before she fills it?",75,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Susan is picking strawberries. She's trying to fill her basket, but out of every handful of 5 strawberries she can't help but eat one of them herself. If her basket holds 60 strawberries, how many berries will she actually pick before she fills it?
Let's think step-by-step.
Susan is picking strawberries.
She's trying to fill her basket, but out of every handful of 5 strawberries she can't help but eat one of them herself.
If her basket holds 60 strawberries, how many berries will she actually pick before she fills it?
5 x 12 = 60
So she's picking 12 handfuls of strawberries.
1x12 = 12"
90,"In preparation for the church fundraiser, Julia bakes one less than 5 cakes per day for 6 days.  Unfortunately, every other day, Julia's brother, Clifford, sneaks into Julia's house and eats one of Julia's cakes.  At the end of 6 days, how many cakes does Julia have remaining?",21,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: In preparation for the church fundraiser, Julia bakes one less than 5 cakes per day for 6 days.  Unfortunately, every other day, Julia's brother, Clifford, sneaks into Julia's house and eats one of Julia's cakes.  At the end of 6 days, how many cakes does Julia have remaining?
Let's think step-by-step.
Julia bakes 1 less than 5 cakes per day.
5 - 1 = 4
Julia bakes 4 cakes per day.
Julia bakes 4 cakes per day for 6 days.
4 x 6 = 24
#### 24

Q: A group of friends went to a restaurant and shared a large pizza. They each ate one slice of pizza.  There were six slices"
91,"The grocery store sells chips for $2 per packet and corn chips for $1.5 per packet. John would like to buy 15 packets of chips, and with the rest of the money he has left, buy as many packets of corn chips as he can. How many packets of corn chips could John buy if he has $45 for his entire purchase?",10,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: The grocery store sells chips for $2 per packet and corn chips for $1.5 per packet. John would like to buy 15 packets of chips, and with the rest of the money he has left, buy as many packets of corn chips as he can. How many packets of corn chips could John buy if he has $45 for his entire purchase?
Let's think step-by-step.
John wants to buy 15 packets of chips.
He has $45 for his entire purchase.
John buys corn chips for $1.5 per packet.
John has $30 left.
John spends $1.5 on 20 corn chips.
He has $20 left.
John spends $1.5 on 13 corn chips.
He has $5 left.
John spent all his money on chips.
John"
92,James takes 5 oranges and breaks each orange into 8 pieces.  He splits the pieces between 4 people.  If an orange has 80 calories how many calories does each person get?,100,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: James takes 5 oranges and breaks each orange into 8 pieces.  He splits the pieces between 4 people.  If an orange has 80 calories how many calories does each person get?
Let's think step-by-step.
Jamie breaks 5 oranges into 8 pieces.
5 x 8 = 40
James splits the pieces between 4 people.
40 / 4 = 10
Each person gets 10 calories.
#### 10

Q: Jamie bought 7 apples. She divided the apples between her 3 children. If each child gets the same number of apples how many apples does each child get?"
93,Cindy was 5 years old.  Her sister Jan was 2 years older than Cindy.  Their oldest sister Marcia was twice as old as Jan.  Greg was two years older than Marcia.  How old was Greg?,16,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Cindy was 5 years old.  Her sister Jan was 2 years older than Cindy.  Their oldest sister Marcia was twice as old as Jan.  Greg was two years older than Marcia.  How old was Greg?
Let's think step-by-step.
1)  Cindy is 5 years old.
2)  Jan is 2 years older than Cindy.
3)  Marcia is twice as old as Jan.
4)  Greg is two years older than Marcia.
1.  Cindy is 5 years old.
2.  Jan is 2 years older than Cindy.
2+5=7
3.  Marcia is twice as old as Jan."
94,"A vampire drains three people a week. His best friend is a werewolf who eats five people a week, but only fresh ones, never drained ones. How many weeks will a village of 72 people last them both?",9,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: A vampire drains three people a week. His best friend is a werewolf who eats five people a week, but only fresh ones, never drained ones. How many weeks will a village of 72 people last them both?
Let's think step-by-step.
Vampire drains 3 people a week.
Werewolf eats 5 people a week.
72 total people.
Village will last for 24 weeks.
#### 24

Q: A man was crossing a bridge with a bag of apples when a cop stopped him. The cop said, ""Let me check what you have in your bag."" The man replied, ""Oh, you can't do that, I'"
95,"It takes Omar 12 minutes to raise his kite 240 feet into the air. Jasper can raise his kite at three times the rate of speed as Omar can raise his kite. If Jasper raises his kite to a height of 600 feet, how many minutes will it take?",10,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: It takes Omar 12 minutes to raise his kite 240 feet into the air. Jasper can raise his kite at three times the rate of speed as Omar can raise his kite. If Jasper raises his kite to a height of 600 feet, how many minutes will it take?
Let's think step-by-step.
Omar can raise his kite at the rate of 240 feet per 12 minutes.
So, per minute, Omar can raise his kite at the rate of 20 feet.
Jasper can raise his kite at three times the rate of speed as Omar can raise his kite.
So, per minute, Jasper can raise his kite at the rate of 3 x 20 feet.
So, per minute, J"
96,"Jane is dividing up minnows to be carnival prizes. She bought 600 minnows, and each prize is a bowl with 3 minnows. If 800 people are going to play the game and 15% win a prize, how many minnows will be left over?",240,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Jane is dividing up minnows to be carnival prizes. She bought 600 minnows, and each prize is a bowl with 3 minnows. If 800 people are going to play the game and 15% win a prize, how many minnows will be left over?
Let's think step-by-step.
Jane bought 600 minnows.
Each prize is 3 minnows.
3 x 800 = 2400 minnows
15% of 800 = 120 minnows are left over.
The answer is 120 minnows.
#### 120

Q: If 8 boys and 7 girls are playing baseball, how many players are on the field at"
97,Miriam takes care of the flowers in the botanical garden. She works 5 hours a day and can take care of 60 different flowers in one day. How many flowers can Miriam take care of in 6 days of work?,360,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Miriam takes care of the flowers in the botanical garden. She works 5 hours a day and can take care of 60 different flowers in one day. How many flowers can Miriam take care of in 6 days of work?
Let's think step-by-step.
Miriam works 5 hours a day.
She can take care of 60 flowers in one day.
Miriam works 6 days.
5 hours a day \* 6 days = 30 hours.
30 hours \* 60 flowers = 1800 flowers.
So Miriam can take care of 1800 flowers in 6 days of work.
#### 1800

Q: We made a"
98,"Tony drinks 72 ounces of water per day. He decides that to stop wasting plastic, he will buy a reusable metal bottle. If he buys an 84-ounce water bottle, how many times will he fill it each week?",6,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Tony drinks 72 ounces of water per day. He decides that to stop wasting plastic, he will buy a reusable metal bottle. If he buys an 84-ounce water bottle, how many times will he fill it each week?
Let's think step-by-step.
Tony drinks 72 ounces of water per day.
He buys an 84-ounce water bottle.
72 divided by 84 = 0.8
0.8 times 7 = 5.6 ounces
#### 5.6

Q: There are 12 stars on the flag.
#### 12

Q: Jason had 15 apples. Today he ate 5 apples."
99,Stan hires a magician for $60 an hour.  He works 3 hours every day for 2 weeks.  How much money does he pay the magician?,2520,8,"Q: Jason had 5 apples. He bought 3 more. How many apples does he have now?
Let's think step-by-step.
Jason started with 5 apples.
He bought 3 more apples.
5 + 3 = 8
#### 8

Q: Stan hires a magician for $60 an hour.  He works 3 hours every day for 2 weeks.  How much money does he pay the magician?
Let's think step-by-step.
Stan hires a magician for $60 an hour.
He works 3 hours every day for 2 weeks.
$60 x 3 = $180
$180 x 10 = $1800
#### $1800

Q: Cynthia had 50 pencils.  She gave 10 to her friend.  How many pencils does she have now?
Let"
